,Unnamed: 0,urls,captions,comments,likes,labels
251,251,https://scontent-sea1-1.cdninstagram.com/vp/098be87efc59e317cef3be93a602fc83/5C740612/t51.2885-15/sh0.08/e35/p750x750/42434648_1907662009348765_7325900736295588847_n.jpg?ig_cache_key=MTg4OTUwMjE2NzEwNDk2ODQ2OA%3D%3D.2,"Photo by @CarltonWard | The corner of the northern Gulf of Mexico where Hurricane Michael made landfall is known as the Forgotten Coast. My prayers are with the people, many of whom lost their homes and businesses to tornado strength winds and tremendous storm surge. I’m thinking about towns like Apalachicola, where 80 percent of households depend upon Gulf fisheries for their livelihoods, and remembering my time there during the last Florida Wildlife Corridor Expedition. In this photo, third generation Apalachicola Kendall oysterman Schoelles tongs for oysters in St Vincent Sound where one million acres of contiguous protected land extend north from the coast, providing crucial wildlife habitat while helping ensure the health of the estuary downstream. Oysters filter the bay to clean the water. In that way, Kendall and oyster men and women like him are protecting the Gulf for all of us, especially as they plant new oyster beds that also help buffer the coast against storms. I trust Kendall has weathered this hurricane. He and his family have weathered storms on the Gulf for more than a century. Hopefully he will be tonging for oysters and caring for the bay again soon. Maybe there will be a silver lining and the hurricane will have dissipated the red tide that has been plaguing the Gulf this summer, arguably exacerbated by pollution from millions of coastal residence who don't live in balance with the ecosystem the way Kendall does. But the Gulf is resilient and balance and sustainability are possible if we all pay attention and do our part. Long live the Forgotten Coast. #GulfofMexico  #ForgottenCoast  #FloridaWild  @FL_WildCorridor @Nature_org #KeepFLWild  @SeaLegacy #TurntheTide  @natgeoimagecollection",1433,733917,"['water', 'body of water', 'waterway', 'water transportation', 'boat', 'sky', 'calm', 'reflection', 'sea', 'morning']"
252,252,https://scontent-sea1-1.cdninstagram.com/vp/c59bd9ce522b37edaabbff58b8e3540f/5C670A22/t51.2885-15/sh0.08/e35/p750x750/43089931_249484042397966_3711246802790699659_n.jpg?ig_cache_key=MTg4OTQyNjkwNzQzMjUzNzUzMQ%3D%3D.2,"Photo by @vincentjmusi | Zorro, 2018. Many people envision working in the studio as a high-energy, creative experience with me shouting “beautiful baby, beautiful” and the dogs responding with pose after pose like models before the lens of the famous fashion photographer and international spy, Austin Powers. The reality is, I’m somewhat unable to speak when making photographs. It’s a genetic flaw or some right brain/left brain quirk realized when I was rejected from my childhood garage band for not being able to sing and play drums at the same time. Damn you Phil Collins. When we work, this leaves me with a limited menu of grunting noises and the occasional guttural outburst, which I still find helpful in getting an animals attention. It also passes for a kind of barbaric shorthand between my wife Callie and I, until she tires of it and gets mad at me, which she finds helpful in getting my attention. Zorro is a 12 year-old Standard Poodle, too smart to get in the middle of our bickering. He tried to stay neutral but always sided with Callie. This is often the case with the nice lady holding food and I learn to live with rejection. This is more frustrating because Zorro is a very special dog that lights up a room when he enters and I want a dog like that to like me. More caregiver than therapy dog, Zorro has always been there for the people who needed him most, some at the end of their lives and some who would miss those people the most. Our connection was fleeting and dramatic and came together when I was finally able to vocalize a sound that engaged Zorro. I was trying to say his name but it came out with a poor rationing of consonants to vowels; Shtwa -thwo-or-oht-za-moAlshs This stopped Zorro, deeply engaged with Callie and a snack of some kind, He turned to me, tilted his head and then he gave me -The Eyes; the eyes that had comforted, the eyes that had gotten him out of trouble, the eyes that had earned him more than his fair share of mac and cheese. And then, Zorro burped. Beautiful baby, beautiful. You can find more dispatches from #TheYearOfTheDogs , a personal project by @vincentjmusi",3121,550082,"['black', 'dog like mammal', 'dog', 'standard poodle', 'dog breed', 'water dog', 'snout', 'black and white', 'poodle', 'organism']"
253,253,https://scontent-sea1-1.cdninstagram.com/vp/01dc6213ea7d1d036d7912b24e104881/5C884E20/t51.2885-15/sh0.08/e35/s750x750/42415896_335767827231914_1534366896208897810_n.jpg?ig_cache_key=MTg4OTAzNDAxMDYyNjE4MDIxMA%3D%3D.2,"Photo by George Steinmetz @geosteinmetz | A masterpiece of vernacular mud architecture, the Great Mosque of Djenné, Mali, has to be resurfaced every year in an annual festival after the summer rainy season. Djenné is said to be the oldest city in sub-Saharan Africa, dating to 800A.D.. To see more of our world from above follow @geosteinmetz.",767,406587,"['historic site', 'landmark', 'archaeological site', 'ancient history', 'unesco world heritage site', 'tourist attraction', 'biome', 'medieval architecture', 'landscape', ""bird's eye view""]"
254,254,https://scontent-sea1-1.cdninstagram.com/vp/9d9afc410197045e10f11adce3ddac38/5C88E530/t51.2885-15/e15/43029475_683222338728182_1939048272715738181_n.jpg?ig_cache_key=MTg4ODk1ODgxNTYzMDc0MjkyNQ%3D%3D.2,"Photo by @williamalbertallard | Lancaster County, Pennsylvania, 1964. This gently portrait of an Amish boy holding his pet guinea pig started my career as a professional photographer and my 50 years as a contributor to National Geographic Magazine. In the spring of 1964, I was blessed with getting a photographic internship at National Geographic in Washington D.C. after showing my portfolio of work to Robert E. Gilka, the legendary director of photography at National Geographic. As my first assignment as an intern, Gilka sent me to Lancaster County, PA to cover a Pennsylvania Dutch festival. """"Try to get some pictures of the Amish, if you can,"""" he told me. It seemed the magazine had a finished manuscript about the Amish but had no pictures. He didn't tell he'd earlier sent a staff photographer to Pennsylvania who'd come back with nothing. Although I photographed the festival events my success with the Amish came through driving the country roads, introducing myself to Amish farmers, many of whom turned me down but eventually finding one who allowed me to photograph his family and their way of life. My first assignment which was to have been for a weekend or perhaps a week, lasted through much of the summer and into the fall of 1964. On an overcast afternoon, after photographing an Amish farmer working in his fields I was brought to the barn by his son so he could show me his pet guinea pig. My portrait of the boy and his pet became the lead picture in my essay on the Amish of Lancaster county published in the August, 1965 issue, a story which has been credited as the beginning of a new, more intimate look at people in the National Geographic Magazine. #followme  @williamalbertallard for more images of the Amish and other assignments spanning a five-decade career. @thephotosociety #amish  #farm  #onassignment  #filmphotography ",1938,377130,"['fashion accessory', 'headgear', 'hat', 'smile', 'facial hair', 'cowboy hat', 'fedora']"
255,255,https://scontent-sea1-1.cdninstagram.com/vp/8c8f3ec35ca532d8e9f4772824cddbb7/5BEEC7AD/t51.2885-15/e15/42524050_130511784582394_624037415123001516_n.jpg,"Video by @bertiegregory | Meet the macaroni penguin. These special little penguins have some serious attitude. They are horrible to almost everything (the two exceptions being their mate and their chick). Surprisingly, they don't get their macaroni name from cheesy pasta. Instead, they were named because their yellow crest feathers reminded explorers of fashionable hats worn by 18th century men called 'macaronis'. Shot as part of a new online series for National Geographic. Follow @bertiegregory for more! #penguin  #penguins  #wildlife  #Antarctica  #SouthGeorgia  #filmmaking ",5806,479328,
256,256,https://scontent-sea1-1.cdninstagram.com/vp/34bf43496ecb208976f193b04c434c4c/5BEEDF0B/t51.2885-15/e15/43098522_2192204587660551_2201343012243473038_n.jpg,"Photos by @Hammond_Robin for @ICRC | “My hope is to be able to finish school so I can help mum and my siblings,” says 15-year-old Jaliyah from the evacuation centre that is now her home. Her infectious smile betrays the trauma from the war she has fled in her hometown of Marawi in the Philippines. Her apparent cheerfulness cuts through the misery of her surroundings and hides the fear she has for the sister, not seen since they were displaced, and the father who was arrested as a suspected member of the opposition armed group. What does she want for her future? “The best thing that could happen here in the evacuation centre would be meeting new friends and meeting long lost relatives.” #dayofthegirl . // For nearly five decades, the Philippine government has been engaged in armed conflicts in the southern region of Mindanao with several armed groups. The prolonged conflicts, rooted deeply in disputes over land, political and religious ideology, resulted in thousands of people being killed, with many more enduring repeated displacement and hardship. // Men make war; women live with the consequences. At least that is the way it is largely perceived. While living with and reacting to those consequences, women are hardly passive victims, though. They grieve, they fight against the suffering, and many find they are forced to re-invent themselves, shedding an old identify and forging a new one shaped by war. // The International Committee of the Red Cross is a humanitarian organization working on all sides of conflict to alleviate people’s suffering. To see more from the A Woman’s War project, go to @ICRC.",589,146569,
257,257,https://scontent-sea1-1.cdninstagram.com/vp/76a230f2bd757cfaa39641e602a44b9d/5C78939A/t51.2885-15/sh0.08/e35/s750x750/43218016_338403626929469_5444427048383981585_n.jpg?ig_cache_key=MTg4ODUwNTkyMjM2MDIwODU2NQ%3D%3D.2,"Photo by @pedromcbride | One giant framed by another: Mt Kenya, the tallest peak in this country looms over 17,000 feet above another towering soul quietly gliding through @lewa_wildlife - the nucleus of the community based conservation model of @nrt_kenya. To see more more follow @pedromcbride #elephant  #conservation  #nature  #africa  #kenya ",1781,642924,"['elephant', 'elephants and mammoths', 'wildlife', 'terrestrial animal', 'indian elephant', 'african elephant', 'fauna', 'tusk', 'national park', 'safari']"
258,258,https://scontent-sea1-1.cdninstagram.com/vp/a8f250a18d4a7310069387db7a33ad00/5C7E750C/t51.2885-15/sh0.08/e35/p750x750/42676694_885294141859348_3903511666813841856_n.jpg?ig_cache_key=MTg4ODQzMDMxMjk5MjU1MzYxNQ%3D%3D.2,"Photo by Michael Yamashita @yamashitaphoto | Xiayigou Earth Forest, Tibet’s Grand Canyon. The early morning light bathes the canyon in a beautiful bluish hue. Odd shaped rock forms carved out by water and wind erosion along the Xiangquan, Elephant River. Never heard of this National Park or seen photographs of it before, perhaps because of its remoteness - it took us 6 days of hard driving from Lhasa to get here. Snow capped Mandadiri mountain in background is in India. For more photos from my travels in Tibet, please follow @yamashitaphoto #ngari  #zanda  #tibettravel ",1433,600180,"['badlands', 'sky', 'wilderness', 'mountain', 'ecosystem', 'mountainous landforms', 'mountain range', 'dawn', 'horizon', 'highland']"
259,259,https://scontent-sea1-1.cdninstagram.com/vp/f3aa3792b6670b4832d9dd1dedc07a85/5C77AA1E/t51.2885-15/fr/e15/s1080x1080/43087022_739256416423411_1602706466965346619_n.jpg?ig_cache_key=MTg4ODM1NDc2MzUyODEzMDk0OQ%3D%3D.2,"Photo by @davidalanharvey | Many years ago I stayed for a couple of weeks here at the Sea Foam motel. I wasn’t on vacation, but shooting my first, but not last, story on the Outer Banks for @NatGeo. The place intrigues me. Partly a nostalgia trip for the 50’s pull your car up to the front door to your motel days. It’s also been on my mind for years as a photo story. I’ve shot it many times in all kinds of light thinking to have it as my book cover/title on the upcoming outer banks book. There are many fancier places one can stay here, yet none more retro and perfectly placed on the ocean front. If you get down to the OBX at least drive by and check it out. You too will see a movie set waiting to happen.",613,176162,"['structure', 'architecture', 'residential area', 'building', 'sky', 'facade', 'evening', 'house', 'city', 'night']"
260,260,https://scontent-sea1-1.cdninstagram.com/vp/056046e11de446fe2320ce3d6707f6ac/5C729EE7/t51.2885-15/e15/42002790_275778856388277_7190567847449353157_n.jpg?ig_cache_key=MTg4ODI3OTExMTQ3MDkwNzU4OQ%3D%3D.2,"Photo by @williamalbertallard | Lancaster County, PA, 1964. The portrait of the fragile but seemingly unafraid little girl seen alongside the heads of two enormous draft horses was published in the August, 1964 issue of National Geographic in my essay on the Amish of Lancaster County, Pennsylvania. The child was with her father who was working in his fields. At some point in the afternoon she was standing in the back of a farm wagon, the horses, unhitched, were about to be led to the barn and for a moment they provided the background for her profile. Her blouse appears worn, perhaps a bit dirty from childish play, and its pale blue color seems to echo the softness in the child's light complexion and wispy, blond hair. Photographing the Amish was the beginning of my photographic depiction of several subcultures in my country and elsewhere during the 1960's. My essays on the Amish in 1964, the Basques of France and Spain in 1968, and the Hutterites of Montana in 1969, all dealt with the lives of people living in a culture of their own. #followme  @williamalbertallard for more images of the Amish and other assignments spanning five-decades. @thephotosociety #amish  #farm  #child  #horses  #onassignment  #filmphotography ",1210,421955,"['horse', 'rein', 'horse like mammal', 'horse tack', 'snout', 'horse supplies', 'bridle', 'pack animal', 'horse harness', 'mane']"
261,261,https://scontent-sea1-1.cdninstagram.com/vp/9ea4da6acec685419ec7fd6f5df017f4/5C72D8BA/t51.2885-15/e15/s640x640/42482300_893966987658787_6171253255277517044_n.jpg?ig_cache_key=MTg4ODE1ODUxNjQ1NjQwNDc2MQ%3D%3D.2,"Photo by Stephanie Sinclair @stephsinclairpix | @tooyoungtowed. Baby, 17, and Claude, 48, of Freetown, Sierra Leone, were married during the Ebola crisis. Because of her small stature, Baby needed a cesarean section to safely give birth to their son, Joseph. This image was made #onassignment  for @natgeo for a story called The Dangerous Lives of Girls. While child marriage is a critical issue in both crisis and stable contexts, the rates of girls married underage is rising at alarming rates in humanitarian settings according to @GirlsNotBrides. Today is the 7th annual International Day of the Girl Child. Poverty, violence, and cultural traditions oppress millions of girls in every part of the world. It is still a global struggle to have girls valued for more than their bodies — for just their sexuality, fertility and labor. Today we come together to help galvanize support and inspire the international community to do its part to establish, expand and protect girls’ rights so girls are free to determine the course of their own lives. It’s also a time to celebrate girls in every way, which is long overdue. #IDG2018  #dayofthegirl  #tooyoungtowed  #endchildmarriage  #girls ",1760,219766,"['plant', 'tree', 'outdoor recreation', 'adventure', 'recreation', 'jungle', 'rock', 'fun', 'vacation', 'tourism']"
