,date,author,quote,comment
3547,October 2014,stickguy,No Quote,Buying a new car is perhaps the one activity with the most variables:
3548,October 2014,driver100,"stickguy said:
well, I guess some people will always just go to the most convenient place, or pay more for the pampering they give you. Or are stupid.

or maybe the market in Canada is just different. I know by me, the BMW dealers fight tooth and nail, on price.","negotiating skills; trade values; interest rates (which by themselves are negotiable); inventories/availability (supply); factory vs dealer invoice vs dead cost; etc., etc., etc.,...."
3549,October 2014,henryn,"driver100 said:


....when I tell most people about my wheeling and dealing they think I am unusual. I think they try to get a discount and pretty well go with what is offered.","The more variables, the more flexibility in pricing and negotiating!!!"
3550,October 2014,abacomike,"henryn said:
show previous quotes
Most people are very uncomfortable with price negotiations. Here in the US (and Canada), we don’t do price negotiations on much of anything. Buying a new or used car, buying a house – nothing much else comes to mind. Which is why the “buying services” offered by Costco and USAA are popular with many people. I predict within the next 10 to 15 years, cars are going to be sold at a fixed price. It is what the majority of consumers want, and sooner or later the market will have to pay attention to what the customers want. It seems (at least to me) that it is the car dealers, not the manufacturers, who want to maintain the present status quo. With Tesla set to break the “market lock” of car dealers, the car buying world is about to change, dramatically.",EASY STEPS TO BUYING A CAR
3551,October 2014,bwia,No Quote,"*Make sure you want to buy a new car - by asking yourself over and over again if you want, need, desire a new car.  If your answer to the above question is YES every single time you ask yourself that question, you are ready to move on to the process."
3552,October 2014,driver100,"henryn said:
show previous quotes




Most people are very uncomfortable with price negotiations. Here in the US (and Canada), we don’t do price negotiations on much of anything. Buying a new or used car, buying a house – nothing much else comes to mind. Which is why the “buying services” offered by Costco and USAA are popular with many people.

I predict within the next 10 to 15 years, cars are going to be sold at a fixed price. It is what the majority of consumers want, and sooner or later the market will have to pay attention to what the customers want. It seems (at least to me) that it is the car dealers, not the manufacturers, who want to maintain the present status quo. With Tesla set to break the “market lock” of car dealers, the car buying world is about to change, dramatically.","*Which car do you want to buy?  This is the most time consuming of all the steps!  The process involves the narrowing of choices that ""turn you on"" to just one.  The initial determination involves the price - what can you afford or what are you willing to pay for a new car?  Then, in theat price line, which car meets with your desires - size, # of doors, power, fuel economy, comfort, handling, good looks, and an inordinate number of other considerations. Once you know which vehicle you are ready to buy, the rest is elementary."
3553,October 2014,driver100,No Quote,"*First, which is most important - price, service, distance to dealership, treatment from the dealer, etc.  arrange the answers from most important to least important."
3554,October 2014,abacomike,No Quote,*Proceed to the selection of color and equipment/options.  
3555,October 2014,ab348,"abacomike said:
@driver100:
""But can the manufacturer dictate final pricing? I suppose they can depending on their agreements...like you can't have one Wendy's selling for less than the others.""
There are very few things you buy on the open market that have a ""one price only"" pricing policy.  Just about everything and anything you want to buy is open to price negotiation.","*Research the vehicle on Edmunds and other sources on line - invoice, incentives, trade in value of current vehicle if applicable, etc."
3556,October 2014,imidazol97,"abacomike said:
.like you can't have one Wendy's selling for less than the others.""< There are very few things you buy on the open market that have a ""one price only"" pricing policy.  Just about everything and anything you want to buy is open to price negotiation.","*Develop an offer for the vehicle - what you are willing to pay the dealer including dealer fees,"
3557,October 2014,abacomike,No Quote,"*Visit at least 3 dealerships who sell that vehicle and buy the car.  You will buy it at the dealership who met your price - and most importantly - STICK TO YOUR GUNS and be assertive, and realistic!"
3558,October 2014,abacomike,No Quote,"In a nutshell, this is how I buy my cars."
3559,October 2014,oldfarmer50,"abacomike said:
EASY STEPS TO BUYING A CAR
*Make sure you want to buy a new car - by asking yourself over and over again if you want, need, desire a new car.  If your answer to the above question is YES every single time you ask yourself that question, you are ready to move on to the process.
*Which car do you want to buy?  This is the most time consuming of all the steps!  The process involves the narrowing of choices that ""turn you on"" to just one.  The initial determination involves the price - what can you afford or what are you willing to pay for a new car?  Then, in theat price line, which car meets with your desires - size, # of doors, power, fuel economy, comfort, handling, good looks, and an inordinate number of other considerations. Once you know which vehicle you are ready to buy, the rest is elementary.
*First, which is most important - price, service, distance to dealership, treatment from the dealer, etc.  arrange the answers from most important to least important.
*Proceed to the selection of color and equipment/options.  
*Research the vehicle on Edmunds and other sources on line - invoice, incentives, trade in value of current vehicle if applicable, etc.
*Develop an offer for the vehicle - what you are willing to pay the dealer including dealer fees,
*Visit at least 3 dealerships who sell that vehicle and buy the car.  You will buy it at the dealership who met your price - and most importantly - STICK TO YOUR GUNS and be assertive, and realistic!
In a nutshell, this is how I buy my cars.",@oldfarmer50‌:
